person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
-0.6265015284377219,0.0973278353155707,1.5027333470195046,3,1.4924192153873568,0.7464634702712607,1,2.2470869058173726,1,-0.2751698566066041,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8001864287391728,-1.9140270928219605,0.1858851132693276,1,-2.3305455661835546,0.026492193721831297,0,-0.3678670968667558,0,-0.6299255022823312,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.1474615341202636,-1.9140270928219605,-0.9342000445649439,2,-0.4200527315869222,0.3103663177257128,1,2.2366112633704813,0,-0.2751698566066041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.46020975597048297,0.2422194675670518,0.0,2,1.4924192153873568,0.6451900276193512,1,2.215253569551271,0,-0.6299255022823312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.30070732820828344,-0.01520693083948252,0.5992752184921755,2,1.4924192153873568,0.5152707546802152,1,2.226001314159319,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8001864287391728,-1.909761419522255,-0.5208099393420962,0,-1.3038478851191224,-0.8252330110492146,1,0.6900367643152482,0,-0.6299255022823312,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.46826934453073293,0.5992752184921755,1,1.4924192153873568,0.2400871295928171,1,1.9183083387619315,0,-0.2751698566066041,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.30070732820828344,0.50124729337567,0.1858851132693276,1,1.4924192153873568,0.021220039277895973,1,1.8610371964937495,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.30070732820828344,0.570495774274785,0.5992752184921755,0,1.4924192153873568,-0.4081349851209146,1,1.7452919946443324,0,-0.6299255022823312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8001864287391728,-1.9083682044614914,0.3430487371660706,3,-1.803984906130376,0.5798670692304123,1,0.07165107121960494,0,-0.2751698566066041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6265015284377219,0.6035059083823446,0.3430487371660706,1,1.4924192153873568,-0.1131355909374364,1,1.6868066132089354,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8001864287391728,-1.9083682044614914,-0.5208099393420962,0,-0.6450048488823411,-0.46705564234259894,1,1.9183083387619315,0,-0.6299255022823312,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.46020975597048297,0.7577048137668824,-0.5208099393420962,0,1.4924192153873568,-0.6350329667759875,1,1.4486420607238542,0,-0.6299255022823312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.9375642242916745,0.0,4,1.4924192153873568,1.0242559925678638,1,1.1409617529936582,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.46020975597048297,1.0225767929213656,-0.5208099393420962,0,1.4924192153873568,-0.6350329667759875,0,1.0146135426094796,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.46020975597048297,2.064872457052157,0.4791900606579038,1,1.4751359582151244,-0.06129707955089712,0,-0.6744075868099692,0,-0.2751698566066041,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.46020975597048297,1.08157994583549,-1.6408950971763678,0,1.4924192153873568,-0.6350329667759875,0,0.9507086147922434,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.46020975597048297,0.7148904670720164,0.4791900606579038,5,1.4924192153873568,1.0663882771843403,1,1.1409617529936582,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.46020975597048297,0.9982539852325001,0.5992752184921755,3,1.4924192153873568,1.008815142387197,1,1.0780287726823021,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.30070732820828344,-1.8976995323492953,0.5992752184921755,1,-1.7035693603575457,0.0,1,0.07165107121960494,0,-0.6299255022823312,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.1474615341202636,1.5019072711728891,-0.5208099393420962,0,1.4924192153873568,-0.7355276659381613,0,0.48899901522238015,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.1474615341202636,1.2652584206191366,0.7066950526114243,4,1.4917766950526372,0.838350141263258,0,0.6900367643152482,1,-0.6299255022823312,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6265015284377219,0.2315960026137525,0.0,3,1.4891691485836527,0.9333298629393864,1,2.2098268963162915,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.30070732820828344,-1.8954081589602654,-1.6408950971763678,0,-1.8763005536263178,-0.7863245410779998,0,-0.07227685268833728,0,-0.2751698566066041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6265015284377219,0.5194583682942165,-0.22750499195351995,3,1.4890041457516303,0.5526182579957105,1,1.7452919946443324,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.30070732820828344,0.28896083521372146,0.5992752184921755,2,1.4858220535556628,0.28097512070325625,1,2.1435099092564562,0,-0.2751698566066041,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8001864287391728,-1.8951558840040041,-0.22750499195351995,4,-0.6264758322684071,0.9516007401618319,1,1.7452919946443324,1,-0.2751698566066041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.46020975597048297,-1.8951558840040041,-1.6408950971763678,0,-1.9536038719049946,-0.31960120631239824,0,-0.1451905140437813,0,-0.2751698566066041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.30070732820828344,0.2315960026137525,0.3430487371660706,1,1.4841102755644344,-0.18556784559323114,1,2.198865614175662,0,-0.2751698566066041,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8001864287391728,-1.890338280677832,0.1858851132693276,2,-0.7770352356814001,0.3057524696566287,1,1.3269391757657785,1,-0.6299255022823312,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
