person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
-1.0782084251451525,0.11244582222437843,2.0509834196022303,3,1.9423958183224102,1.4053792134998342,1,2.975305237414016,1,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3159605681019748,-2.5452321415005996,0.39118177495103235,1,-2.8652021220511403,0.17658618618789612,0,-0.6641074361120246,0,-1.2959177927131902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.422464690293561,-2.5452321415005996,-1.0206127959603328,2,-0.46264757564723746,0.6610812703279727,1,2.960725559972115,0,-0.7397794913474307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8505765170658979,0.3038965168660624,0.1568856663995159,2,1.9423958183224102,1.2325332900083321,1,2.9310005776270573,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6322383429272108,-0.03625054358320719,0.9122331451437687,2,1.9423958183224102,1.0107968098168385,1,2.945958958500373,1,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3159605681019748,-2.5395957489522316,-0.49956142576759666,0,-1.5740707779524348,-1.277074573480813,1,0.8082506687746848,0,-1.2959177927131902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,0.602584614279787,0.9122331451437687,1,1.9423958183224102,0.5411340180476698,1,2.517721324849172,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6322383429272108,0.6461596028151003,0.39118177495103235,1,1.9423958183224102,0.16758806802592166,1,2.438013107884672,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6322383429272108,0.7376601923591968,0.9122331451437687,0,1.9423958183224102,-0.5652029160132647,1,2.2769224905819545,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.3159605681019748,-2.537754842151586,0.5892763121478259,3,-2.2030218275957014,1.1210449592843421,1,-0.05239954773748827,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0782084251451525,0.7812777084773013,0.5892763121478259,1,1.9423958183224102,-0.061720054347995046,1,2.1955243328348177,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3159605681019748,-2.537754842151586,-0.49956142576759666,0,-0.7455377924249421,-0.665764278829899,1,2.517721324849172,0,-1.2959177927131902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8505765170658979,0.9850264487607849,-0.49956142576759666,0,1.9423958183224102,-0.9524553896190836,1,1.8640542229173378,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,1.2226813674592611,0.1568856663995159,4,1.9423958183224102,1.8794946755408075,1,1.435834219736299,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8505765170658979,1.3350116315643632,-0.49956142576759666,0,1.9423958183224102,-0.9524553896190836,0,1.2599866607821009,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8505765170658979,2.7122356010860087,0.7608736054769253,1,1.920661129061154,0.02675403262294088,0,-1.090741075901892,0,-0.7397794913474307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8505765170658979,1.4129746887535621,-1.9113559966789622,0,1.9423958183224102,-0.9524553896190836,0,1.1710457448194922,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8505765170658979,0.9284542624447722,0.7608736054769253,5,1.9423958183224102,1.9514029019489119,1,1.435834219736299,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.8505765170658979,1.3028730024709512,0.9122331451437687,3,1.9423958183224102,1.853141389436526,1,1.348246030463059,0,-0.3084051115295563,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6322383429272108,-2.5236579294793673,0.9122331451437687,1,-2.0767435073333385,0.13137129500556927,1,-0.05239954773748827,0,-1.2959177927131902,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.422464690293561,1.9683687937288932,-0.49956142576759666,0,1.9423958183224102,-1.123972212073614,0,0.5284525036235128,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.422464690293561,1.6556758788886794,1.0476288671181455,4,1.9415878120721994,1.5622044984737142,0,0.8082506687746848,1,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0782084251451525,0.2898593380917861,0.1568856663995159,3,1.9383086725169123,1.7243087705927458,1,2.9234479004762566,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6322383429272108,-2.5206302527240125,-1.9113559966789622,0,-2.293962910713765,-1.210668512348564,0,-0.25271401208645455,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0782084251451525,0.6702225724231458,-0.12986959524170374,3,1.938101171971992,1.074538730024456,1,2.2769224905819545,1,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6322383429272108,0.36565762180637734,0.9122331451437687,2,1.9340995081426107,0.6109185775346769,1,2.831149954536141,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.3159605681019748,-2.520296912455383,-0.12986959524170374,4,-0.7222364890648593,1.755492134797793,1,2.2769224905819545,1,-0.7397794913474307,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8505765170658979,-2.520296912455383,-1.9113559966789622,0,-2.3911762765109494,-0.41410009618568316,0,-0.35419300672185017,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6322383429272108,0.2898593380917861,0.5892763121478259,1,1.9319468489330154,-0.18534199924014338,1,2.9081923246230086,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.3159605681019748,-2.513931234265611,0.39118177495103235,2,-0.9115735923626679,0.6532067001596474,1,1.6946718852293867,1,-1.2959177927131902,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.3159605681019748,-2.511836365351454,0.39118177495103235,1,-1.8885639100354197,0.1705899151369384,1,0.04646622138847994,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.422464690293561,1.4129746887535621,-0.49956142576759666,0,1.9297608148700893,-1.5171494774974474,0,0.9910765929126022,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,0.9850264487607849,0.7608736054769253,2,1.9255115969188838,0.9869022588876594,1,1.522761359772212,1,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.422464690293561,2.622286757512712,-0.49956142576759666,2,1.6291378974526656,0.9093672753656833,0,-0.8754489873572736,0,-0.7397794913474307,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.22060894071519435,2.6186591837361743,1.1701091959732524,2,0.02989909799355305,0.8201177025974206,0,-1.421418086050879,0,-0.3084051115295563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3159605681019748,-2.5043589388129828,0.39118177495103235,0,-1.5740707779524348,-1.1154151785527546,1,0.4336553315879262,0,-0.3084051115295563,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0782084251451525,-0.26552877822652554,-1.0206127959603328,4,1.920661129061154,1.8794946755408075,1,3.003922340257192,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6322383429272108,0.2614581096627712,0.9122331451437687,3,1.920661129061154,1.074538730024456,1,2.6755017563600587,1,-0.7397794913474307,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.422464690293561,0.5519978575292479,0.1568856663995159,3,1.920661129061154,1.5866806709655517,1,2.113546823895015,1,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.8505765170658979,0.4644527248168994,-0.12986959524170374,3,1.920661129061154,1.3590617377271832,1,2.2769224905819545,0,-0.3084051115295563,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.22060894071519435,0.20477621121503267,0.5892763121478259,4,1.920661129061154,1.8036870830172878,1,2.1955243328348177,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.6322383429272108,-2.5043589388129828,0.1568856663995159,1,-1.5740707779524348,0.6135760402532289,1,0.4336553315879262,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,2.6186591837361743,1.1701091959732524,0,1.3574638926428,-0.9606370298944071,0,-0.9825920054082125,0,-0.3084051115295563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8505765170658979,2.6186591837361743,-1.0206127959603328,5,1.6291378974526656,1.9367352416092873,0,-0.8754489873572736,1,-1.2959177927131902,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22060894071519435,2.6186591837361743,1.0476288671181455,1,0.3801917003300728,-0.05852292221371994,0,-1.421418086050879,0,-0.3084051115295563,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.22060894071519435,2.6186591837361743,-1.9113559966789622,3,1.6720838626089325,1.2548720430992688,0,-0.8754489873572736,0,-0.7397794913474307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.422464690293561,2.6186591837361743,1.0476288671181455,4,1.2089126137637063,1.4961177269515422,0,-1.090741075901892,0,-0.7397794913474307,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.22060894071519435,0.685954515738849,0.9122331451437687,0,1.920661129061154,-1.123972212073614,1,1.8640542229173378,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0782084251451525,0.32613464299473194,0.1568856663995159,1,1.920661129061154,0.6135760402532289,1,1.9478203476513078,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.22060894071519435,0.8660917543780505,-1.9113559966789622,0,1.920661129061154,-1.5171494774974474,1,1.6090373540701335,0,-0.7397794913474307,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.6322383429272108,0.623844202822982,0.1568856663995159,3,1.920661129061154,1.3612543822527547,1,1.9478203476513078,1,-0.3084051115295563,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8505765170658979,0.623844202822982,0.7608736054769253,5,1.920661129061154,1.922379029970925,1,1.9478203476513078,1,-0.7397794913474307,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-0.8505765170658979,0.9263250705425479,0.5892763121478259,2,1.920661129061154,1.2325332900083321,1,1.522761359772212,1,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.8505765170658979,1.0231914095555008,0.7608736054769253,1,1.920661129061154,0.02675403262294088,1,1.348246030463059,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.422464690293561,1.4129746887535621,1.0476288671181455,0,1.920661129061154,-0.9524553896190836,0,0.8082506687746848,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22060894071519435,2.6060206237121575,0.1568856663995159,2,0.3801917003300728,1.3925361010285195,0,-1.3101342118045587,1,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.22060894071519435,2.6041160863241126,-1.9113559966789622,1,1.3574638926428,0.27703861409255615,0,-0.9825920054082125,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.8505765170658979,2.6040473216545097,-0.12986959524170374,0,1.9423958183224102,-0.843591602383606,0,-0.35419300672185017,0,-0.3084051115295563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.422464690293561,1.5311999760951134,1.0476288671181455,0,1.920661129061154,-1.210668512348564,0,0.6224758125632064,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.6322383429272108,-2.5043589388129828,-0.49956142576759666,4,-2.0767435073333385,1.8355388665167771,0,-0.15212130819701494,1,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.3159605681019748,1.573638711034897,-1.9113559966789622,0,1.920661129061154,-1.8309847042869356,0,0.6224758125632064,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0782084251451525,2.6027198779447014,0.5892763121478259,1,0.6372429554356559,0.3060630105160742,0,-1.3101342118045587,0,-1.2959177927131902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,2.5945466377653634,-1.9113559966789622,1,0.3801917003300728,-0.06390029093634877,1,-1.3101342118045587,0,-0.3084051115295563,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.422464690293561,2.5386702069134053,1.0476288671181455,3,1.6720838626089325,1.3363524662165696,1,-0.6641074361120246,0,-1.2959177927131902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0782084251451525,0.42561356574573295,0.5892763121478259,3,1.8862029601218722,1.3989633266811037,1,2.2769224905819545,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0782084251451525,-2.5043589388129828,0.7608736054769253,3,-2.293962910713765,1.1440769398030861,0,-0.35419300672185017,1,-0.7397794913474307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22060894071519435,2.592445049971188,1.1701091959732524,1,1.8318721103441467,0.13137129500556927,0,-0.5598733185395846,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.422464690293561,2.5917391285266813,1.0476288671181455,3,1.3574638926428,1.0463468247499355,0,-0.8754489873572736,1,-1.2959177927131902,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.6322383429272108,2.5888879210654165,1.0476288671181455,0,0.3226382584310264,-1.3447157838066388,0,-1.3101342118045587,0,-1.2959177927131902,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.422464690293561,2.585260349683461,-0.49956142576759666,2,1.6720838626089325,0.8201177025974206,0,-0.6641074361120246,0,-0.3084051115295563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.422464690293561,-2.5043589388129828,-1.9113559966789622,2,-1.317089990919068,0.6957257183419856,1,0.8082506687746848,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.0782084251451525,0.047665106515119474,0.5892763121478259,0,1.8318721103441467,-0.8957706286902253,1,2.831149954536141,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.3159605681019748,-2.5043589388129828,0.5892763121478259,2,-1.317089990919068,0.850111584518742,1,0.8082506687746848,1,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.8505765170658979,0.2898593380917861,-0.49956142576759666,0,1.8318721103441467,-0.9524553896190836,1,2.3577494284820526,0,-1.2959177927131902,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.22060894071519435,0.7812777084773013,-0.49956142576759666,0,1.8318721103441467,-1.123972212073614,1,1.522761359772212,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.22060894071519435,-2.5043589388129828,-0.49956142576759666,0,-0.3166796590026353,-1.1154151785527546,1,2.915845370310175,0,-0.7397794913474307,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0782084251451525,0.8448164395212067,0.5892763121478259,1,1.8318721103441467,-0.21191188961505425,1,1.435834219736299,0,-0.7397794913474307,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
